title,channel_id,description,subscriber_count,view_count,normalized_subscribers,normalized_views
Gastón Pérez - Finanzas Personales,UC7e0Vos7HfCaq257UBc6f6g,"🙋🏻‍♂️ Soy Gastón, inversor y apasionado por las finanzas personales. 
📺 En este canal analizo diferentes mecanismos de inversión, hablamos de libertad financiera, tips de ahorro, análisis de empresas, entre otras cosas.
📍Vivo en Montevideo, Uruguay pero el contenido del canal aplica a inversores de cualquier parte del mundo (exceptuando algunos videos puntuales para el mercado Uruguayo). 

SUSCRIBITE a este canal y seguime en redes sociales @finanzasgaston

",21100,1028897,0.022761596548004314,0.01339688859773021
Economía y Finanzas Desde Cero,UCIlTlFWkTo-1hL4gKJhM82g,"Bienvenidos al canal de Economía y Finanzas Desde Cero. Aquí podrás ver vídeos de economía, finanzas, cómo generar tus propios ingresos, etc…

Suscríbete para ver tanto la historia, como lo último en finanzas, economía, generación de ingresos, etc…
",8,20,8.629989212513484e-06,2.6041262823645533e-07
Finanzas para Mortales - Educación Financiera,UCIcZI3Hwwfz-tBjrr2b8wjQ,"📚 ¿Quieres ver la #economía y las #finanzas de una manera diferente y que todos podamos entender?

👌 #FinanzasparaMortales es un proyecto de #educacionfinanciera de Banco Santander y Santander Financial Institute (SANFI) que tiene como objetivo acercar el mundo de las finanzas y la economía a los mortales, dos mundos que muchas veces parece que no se entienden, pero que se necesitan. Te esperamos en:

🔗 http://www.finanzasparamortales.es
",9820,817467,0.010593311758360303,0.010643936498328522
Eduardo Rosas - Finanzas Personales,UCBxr1muciHdRtlygUhruARw,"Con un grado en Finanzas y Banca, estudiando la maestría en Planeación Financiera, pero sobre todo una curiosidad enorme sobre las cosas que puedo hacer para mejorar mis finanzas personales, he aprendido sobre tantas cosas que todos deberíamos saber.
Todos deberíamos de recibir una educación financiera, saber cómo asegurar nuestro futuro, el futuro de quienes amamos, conocer las herramientas que nos permitirán lograr lo que nos planeamos ¡y disfrutar el proceso!
Por eso creé este canal, para compartir todo lo que voy aprendiendo y con un poco de suerte mejorar las finanzas personales de algunas personas (¡como tú!)",927000,76801191,1.0,1.0
Economía y Finanzas,UClQpqnV5TIr8TFhoFeAs8rg,"Economía y Finanzas transmite documentales y otros videos sobre temas económicos, de negocios e inversiones.",0,4,0.0,5.208252564729107e-08
Juan Mancera - Economía y Finanzas,UCAu9NAiSjA9luIhXBGxJO0A,"La economía y las finanzas son campos sumamente emocionantes. El problema es que muchas veces es difícil entender o unir las piezas de información que hay dispersas entre los libros, la escuela y los distintos medios. 
En este canal encontrarás videos con cursos, explicaciones y opiniones sobre los temas más importantes de economía y finanzas, de una manera sencilla de entender.
¡Suscríbete para acompañarme a navegar por este enorme mar de temas!
",631,44652,0.0006806903991370011,0.0005813972338007102
Economia y finanzas,UCbjIwcbSGNNanSS_fDvre_Q,Videos que pasan desapercibidos PERO... merecen ser vistos!,1400,107317,0.0015102481121898597,0.001397335101222584
Economía y Finanzas,UC1dCE541duT46AYjLu-fk6w,"Economía y Finanzas es un canal especializado en temas económicos y financieros.

En este canal valoramos la importancia de las matemáticas y la estadística para explicar los fenómenos económicos y financieros.



",1,46,1.0787486515641855e-06,5.989490449438473e-07
Finanzas Economía y Trading,UC9bnENUsaANxQJJAU6BfqAQ,"Análisis técnico con la mejor metodología de análisis existente: Ondas de Elliott en combinación de Patrones Armónicos.
Elliott Waves & Harmonic Pattern training",2640,134912,0.0028478964401294497,0.0017566394250318332
ECONOMIA Y FINANZAS PERSONALES,UCp-1n_ih0NSn88bMYI-86ZA,"HOLA AMIGOS 👋 SOY JAVIER CASSAB

BIENVENIDOS A MI CANAL "" ECONOMIA Y FINANZAS PERSONALES""

EN ESTE CANAL ENCONTRARAN TUTORIARES  SOBRE TRANFERENCIAS BANCARIAS DE DIFERENTES ENTIDADES, ASI COMO INFORMACIÓN RELACIONADA CON CUENTAS Y MUCHO MAS !!


https://www.youtube.com/@economiayfinanzas6998",921,289023,0.0009935275080906148,0.003763261952539252
Dani Fernandez: canal economia,UCi7B3XBQ5NswO-tawUGMCOA,Canal de vídeos de economía y temas relacionados con el liberalismo clásico.,12200,668022,0.013160733549083063,0.008698068236988668
ECONOMÍA Y FINANZAS,UC-e4FSozlER2PM4s-fOTP6w,Sin descripción,2700,1241618,0.002912621359223301,0.016166650332284562
Economía y Finanzas,UC7BUaNVu-07w_rA2e1CCm4w,Sin descripción,0,90,0.0,1.171856827064049e-06
Economía y finanzas,UCNeoYDT_A1AJIB5aPGnFo5w,"Bienvenidos a este canal de economía y finanzas, aquí vamos a ayudarte a conquistar el mundo financiero y a alcanzar tus metas económicas. 
El objetivo de este canal es proporcionarte conocimientos prácticos y consejos inteligentes para que tomes el control de tus finanzas y construyas un futuro financiero sólido. 
Aquí analizamos estrategias de inversión, desde acciones hasta bienes raíces, desentrañando conceptos para que puedas tomar decisiones informadas.
Por último, este canal está enfocado en mantenerte informad@ de las noticias sobre la economía mundial y sobretodo en que aprendas a ser una persona económicamente independiente.
Subscríbete y activa la campana para recibir notificaciones y únete a miles de personas que están transformando sus vidas financieras con ""Economía y finanzas"".



",8,283,8.629989212513484e-06,3.684838689545843e-06
MegaTop - Finanzas,UCcqU0WqcZGmV9pbum_7E00w,"¡Bienvenido a MegaTop Finanzas!

🚀 Este sera tu canal confiable y experto para todo lo relacionado con economia, negocios y finanzas. Aquí, buscamos empoderar a individuos y empresas, proporcionando información valiosa y accesible sobre finanzas personales, inversiones, emprendimiento, economía y mucho más.

💘 Con un enfoque en contenidos prácticos y aplicables, ofrecemos una gama de videos educativos en cuanto a finanzas personales, análisis de tendencias del mercado, estrategias de inversión y consejos, ¡entre mucho más!. Ya seas un principiante en el mundo financiero, un empresario en crecimiento, o un inversionista experimentado, encontrarás algo de valor aquí.

💸 Nos esforzamos por proporcionar contenido que sea comprensible, relevante y actualizado, para que puedas tomar decisiones financieras bien fundamentadas.

¡Suscríbete y únete a nuestra comunidad para mejorar tu conocimiento financiero y tener éxito en tus emprendimientos de negocios!
",45200,6371863,0.04875943905070119,0.08296567952963126
Economia y Finanzas,UCFRq9gKYtVJq7ij2SSuRwrA,"La cátedra al alcance de todos

Moderadores: Econ. Elis Blanco y el Licdo. Rafael Morales.

📈Economía
💰Finanzas
📢Emprendimiento
📝Negocios y más

",4,33,4.314994606256742e-06,4.2968083659015134e-07
Lorena Alvarez Finanzas Personales ,UC-cu8Ir0HQTbIG-2eA53_6g,"¿Quieres aprender sobre gestión de finanzas personales? 💰. Todos los jueves a las 20:00 h un nuevo vídeo en mi canal 🔝.
Contacto ✉️: consultoria.lorena.alvarez@gmail.com

",127,6793,0.00013700107874865157,8.844914918051205e-05
ES Economía y Finanzas ,UCOodFmKeyYAyD7MLXHSg1uA,"Bienvenidos a mi canal dedicado a Finanzas y Economía de El Salvador y el mundo.

Suscríbete. Videos todos los días.

""La perseverancia es la única que puede hacer la diferencia entre el fracaso y el éxito""
",0,2,0.0,2.6041262823645536e-08
Economía y Finanzas,UCCBz8IxdVi1Oq8QEqhaKwoQ,"Bienvenidos al canal de Economía y Finanzas de referencia. Veras videos de economía , negocios, cómo ganar dinero, finanzas...  


Suscríbete para ver mas contenidos sobre economía , negocios, cómo ganar dinero, finanzas...  
",0,0,0.0,0.0
Fredy Andrade - Economía Y Finanzas,UCRoyHym32DruHGpJIJuFEUg,En este canal encontraras información relacionada con Economía y Finanzas.,593,67826,0.0006396979503775621,0.000883137346138291
Economía y Finanzas,UCKKql89zJTNtR5HKZO0VJUQ,Sin descripción,0,8,0.0,1.0416505129458214e-07
Economía y finanzas ,UCit6_-XFKUcauBiIdIOMGXA,Sin descripción,21,3,2.2653721682847896e-05,3.90618942354683e-08
Economia y Finanzas,UCaCs2XcPYW5XKC_FTOv2llg,Sin descripción,5,487,5.393743257820928e-06,6.341047497557688e-06
Cosas de Finanzas,UCBu3cQaQjGclj1TKS7MZkoA,"La verdad es que el dinero puede intimidar, y la mayoría de nosotros no recibimos mucha educación financiera en la escuela. 

En Cosas de Finanzas, nuestro objetivo es hacer accesible el aprendizaje sobre una variedad de temas relacionados con la economía, finanzas y desarrollo personal.

¿Quién no quiere conseguir libertad financiera y construir riqueza? Nosotros queremos compartir contigo los conceptos básicos del dinero, estilo de vida, invertir y otros conceptos y estrategias sobre finanzas.
 
También hablamos sobre las mejores novedades y polémicas en la actualidad que afectan de manera directa o indirecta a la economía y finanzas.

Cualquier duda o sugerencia, puedes dejarla en la sección de comentarios y te responderemos rápidamente. Dicho esto, prepara las palomitas y ponte cómodo para empezar a ver los mejores vídeos sobre Finanzas!

cosasdefinanzascontacto@gmail.com
",1160,102438,0.0012513484358144553,0.0013338074405643005
Economía y Finanzas,UCNLie8stdNpb3BhARDkxQJg,Sin descripción,38,8943,4.099244875943905e-05,0.00011644350671593101
